EventsPK	IncidentID	Event_Year	Event_Month	Event_Day	Event_Hour	Event_Minute	EventBegin_Year	EventBegin_Month	EventBegin_Day	EventBegin_Hour	EventBegin_Minute	EventEnd_Year	EventEnd_Month	EventEnd_Day	EventEnd_Hour	EventEnd_Minute	IncidentDescription	IncidentDescriptionTracking	Location_Country	Location_Province	Location_City	Leftist_Organization	Rightist_Organization	Religious_Organization	Ethnic_Organization	Separatist_Organization	Environmentalist_Organization	Supremacist_Organization	Anarchist_Organization	Antiglobalization_Organization	Vigilante_Organization	Criminal_Organization	NoPerpetrators	Emigre	Perpetrators_Primary	Perpetrators_Secondary	EventTypeID	WeaponTypeID1	WeaponTypeID2	WeaponSubTypeID1	WeaponSubTypeID2	TargetID1	TargetID2	TargetID3	TargetSubTypeID1	TargetSubTypeID2	TargetSubTypeID3	CanadianTarget	SuicideAttack	Fatalities	Injuries	PerpetratorFatalities	PerpetratorInjuries	IncidentSuccessful	Hoax	CanadianVictim	CanadianPerpetrator	ViolentExtremism	DoubtTerror	Alternative	Latitude	Longitude	OriginalSource	Reference1	Reference2	Reference3	Reference4	Reference5	Reference6	Reference7
14624	20060123990306001	2006	1	23													"01/23/2006: Assailants detonated a remote-controlled landmine used as improvised explosive device along a road as a coalition forces convoy passed in Kandahar, Afghanistan. The attack wounded three police officers. The Taliban claimed responsibility."	0	Afghanistan		Kandahar	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Projectile (rockets, mortars, RPGs)		Government	Police		Government Buildings/Facilities	Police Patrol (including vehicles and convoys)		Yes	No	0	0	0	0	No	No	No	-88		No				0	WITS	Janes DB						
14647	20060127990310001	2006	1	27													"01/27/2006: Assailants detonated a remote-controlled landmine used as improvised explosive device along a road as a coalition forces convoy passed in Kandahar, Afghanistan. The attack wounded three police officers. The Taliban claimed responsibility."	0	Afghanistan		Unknown	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Mine	Remote Device	Military			Military Units/Patrols/Convoys	Police Security Forces/Officers	North Atlantic Treaty Organization (NATO) Related	Yes	No	0	3	0	0	Yes	No	-88	-88		Yes	Insurgency/Guerilla Action			0	WITS							
14626	20060129990308001	2006	1	29	12	25				12	25						"01/29/2006: ABC News anchor Bob Woodruff, 44, and ABC News cameraman Canadian Doug Vogt suffered head wounds when a bomb went of in Taji, Iraq as their U.S. Army 4th Infantry Division convoy was traveling with an Iraq unit. Woodruff had a broken collarbone and broken ribs, and was in a coma for 36 days."	0	Iraq		Unknown	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Journalists & Media			Television Journalists/Staff/Facilities			No	No	0	3	0	0	Yes	No	Yes	-88		No				0	"Mickolus, Edward F. (2008) Terrorism, 2005-2007: A Chronology. Westport, Connecticut: Praeger Security International. p. 71."							
14627	20060130090702001	2006	1	30													"01/30/2006: Perpetrators set fire to a home under construction in Guelph, Canada, causing US $5000 in damage to the building. There were no injuries. The Earth Liberation Front (ELF) claimed responsibility for the attack through an email sent to a Guelph newspaper."	0	Canada	Ontario	Guelph	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Earth Liberation Front (ELF)		Facility/Infrastructure Attack	Incendiary		Arson/Fire		Business			Construction			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"“Fire May have been Caused by Environmentalist Group”, Barrie Examiner, 31 Jan 2006; “U.S. Eco-Terrorist Group Could be Behind Arson,” Brantford Expositor, 31 Jan 2006; “Ontario: Eco-Terrorists Say They Started Fire,” The Gazette, 31 Jan 2006; Center for Terrorism and Intelligence Studies"	GTD 1970-2012 data file	WITS	Eco-terrorism Database					
14628	20060200990614001	2006	2	0													02/00/2006: Three Canadian boys were kidnapped in Venezuela. Their bullet-riddled bodies were found on 04/06/2006.	0	Venezuela		Unknown	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Hostage Taking (Kidnapping)	Firearms		Unknown Gun Type		Private Citizens & Property			Unnamed Civilians/Unspecified			Yes	No	3	0	0	0	Yes	No	Yes	-88		Yes	Lack of Intentionality			0	"Mickolus, Edward F. (2008) Terrorism, 2005-2007: A Chronology. Westport, Connecticut: Praeger Security International. p. 72."							
14629	20060216020303001	2006	2	16													"02/16/2006: Lorne Matthew Lapoleon was the first Canadian convicted and sentenced for perpetrating a terrorism hoax in Canada. Lapoleon was arrested in 02/2006, after it was determined that he was the author of a fax sent to authorities in Ottawa, which stated that there was a plot to blow up the Danish and American Consulates in Lower Mainland, B.C. On 10/2007, he was found guilty of this offence and was later sentenced to six months in jail. He was also found guilty of public mischief and sentenced to four months in jail."	0	Canada	British Columbia	Vancouver	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Diplomatic			Embassies/Consulates			No	No	0	0	0	0	No	Yes	-99	-99		Yes	Lack of Intentionality			CBC: http://www.cbc.ca/news/canada/british-columbia/b-c-man-convicted-of-terrorism-hoax-still-at-large-1.635674	"R. v. Lapoleon, 2008 BCPC 80 (CanLII)"	ITAC						
14630	20060223040906001	2006	2	23													02/23/2006: The Perth-Andover Service New Brunswick office called the RCMP after receiving a suspicious package containing an unidentified white power. Three civil servants working in the office were quarantined; however the incident was determined to be a hoax.	0	Canada	New Brunswick	Perth-Andover	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Threat	Biological				Government			Government Buildings/Facilities			Yes	No	0	0	0	0	No	Yes	-99	-99		Yes	Other Crime Type			"Canadian Press NewsWire, 23 Feb 2006"	Monterey WMD Terrorism Database							
14631	20060303990310001	2006	3	3													"03/03/2006: A Taliban suicide car bomber rammed his vehicle into a Canadian convoy in Kandahar Province, Afghanistan, wounding five soldiers. The blast caused some damage to the troops’ armoured vehicle. A man claiming to be a spokesman for the Taliban claimed responsibility for the attack by undisclosed means."	0	Afghanistan		Unknown	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Vehicle		Military			Military Units/Patrols/Convoys	North Atlantic Treaty Organization (NATO) Related		Yes	Yes	0	5	1	0	Yes	No	Yes	-88		Yes	Insurgency/Guerilla Action			0	Janes DB	GTD 1970-2012 data file						
14632	20060305990210001	2006	3	5													"03/05/2006: A man attacked a Canadian soldier with an axe as he attended a meeting of tribal leaders in Kandahar, Afghanistan. The soldier, who had just removed his helmet as a mark of respect, was struck repeatedly by an attacker who was reportedly not a member of the tribal council. The Canadian soldier is in a critical condition. Other Canadian soldiers at the meeting opened fire and killed the assailant. The soldier was named by the BBC as Lieutenant Trevor Greene, who was addressing a village council in Shinkay, 70km from Kandahar, when he was attacked. He has been airlifted to a hospital in Germany. The Canadian military said it was standard procedure for soldiers to remove their headgear when attending a Shura council."	0	Afghanistan		Kandahar	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1	0			Armed Assault	Primitive/Melee		Knife or Other Sharp Object		Military			Soldiers/Troops/Officers/Forces	North Atlantic Treaty Organization (NATO) Related		Yes	No	0	1	1	0	Yes	No	Yes	-88		No				Canadian soldier critically injured in Afghanistan axe attack	Janes DB							
14633	20060330990310001	2006	3	30													"03/30/2006: A suicide car bomber was killed today when his explosives went off prematurely as he approached a Canadian military convoy in Kandahar, Afghanistan. According to Reuters, none of the Canadians were hurt; however, several passers-by were wounded."	0	Afghanistan		Unknown	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	1	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Vehicle		Military			Soldiers/Troops/Officers/Forces	North Atlantic Treaty Organization (NATO) Related		Yes	Yes	0	-88	1	0	No	No	No	-88		Yes	Lack of Intentionality			Afghan suicide bomber targeting Canadian convoy detonates prematurely	Janes DB							
14650	20060330990310002	2006	3	30	8	0				8	0						"03/30/2006: A suicide bomber detonated a vehicle-borne improvised explosive device between two vehicles of a supply convoy at about 8:00 AM, in Kandahar, Kandahar, Afghanistan. The attack killed a boy, 4, and wounded seven civilians, one girl, 10, and one Canadian soldier. The attack also damaged the two supply vehicles. No group claimed responsibility; however, it was widely believed the Taliban was responsible."	0	Afghanistan		Kandahar	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Vehicle		Military	Private Citizens & Property		Military Units/Patrols/Convoys	Unnamed Civilians/Unspecified	North Atlantic Treaty Organization (NATO) Related	No	Yes	1	9	1	0	Yes	No	Yes	-88		Yes	Insurgency/Guerilla Action			0	WITS							
14635	20060403090702001	2006	4	3													"04/03/2006: An explosion hit Toronto's Yorkville shopping district, causing a flash fire in a bathroom at a Tim Hortons outlet in Toronto, Ontario, Canada. The attack killed one man. The attack was carried out by an unknown number of unknown perpetrators. There was no claim of responsibility."	0	Canada	Ontario	Toronto	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Facility/Infrastructure Attack	Incendiary		Arson/Fire		Business			Restaurant/Bar/Café			Yes	No	1	0	0	0	Yes	No	-99	-99		Yes	Lack of Intentionality			"Canadian Press, “Deadly Blast at Toronto Tim Hortons,” The Brockville Recorder and Times, 3 Apr 2006; Tracy Huffman, “Fatal fire a suicide, say police,” Toronto Star, 5 Apr 2006; Canadian Press, “Mystery Blast at Hortons; Arson or suicide suspected after man dies; suspicious package found at second coffee shop,” The Hamilton Spectator, 3 Apr 2006; Center for Terrorism and Intelligence Studies"	GTD 1970-2012 data file							
14636	20060419990310001	2006	4	19													"04/19/2006: A roadside bomb detonated near a Bison armoured vehicle traveling in Sangin district, Helmand province, Afghanistan. Two Canadian soldiers were wounded in the explosion. The attack damaged the vehicle; however it managed to get to a nearby Forward Operating Base."	0	Afghanistan		Unknown	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Military			Military Units/Patrols/Convoys	North Atlantic Treaty Organization (NATO) Related		Yes	No	0	2	0	0	Yes	No	Yes	-88		Yes	Insurgency/Guerilla Action			Afghanistan explosion wounds two Canadian soldiers	Janes DB							
14638	20060422990206001	2006	4	22													"04/22/2006: Armed assailants fired upon and killed the Agriculture Minister, two family members and one security guard in Georgetown, Demerara-Mahaica, Guyana.  The attack also wounded a member of the Minister’s family and two security guards. The Minister and his family members were all Canadian citizens. The victims were fired upon after the assailants had already stolen money and jewellery. No group claimed responsibility."	0	Guyana		Georgetown	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Armed Assault	Firearms		Unknown Gun Type		Government			Politicians/Political Parties/Political Movements/Political Party Meetings/Rallies			No	No	4	3	0	0	Yes	No	Yes	No		No				0	WITS							
14639	20060422990310001	2006	4	22													"04/22/2006: A roadside remote-controlled device went off in Shah Wali Kot district, Kandahar province. Afghanistan. According to Jane's database, the Taliban claimed responsibility for the attack and warned of further attacks on coalition forces in Afghanistan."	0	Afghanistan		Shah Wali Kot District	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Remote Device		Military			Soldiers/Troops/Officers/Forces	North Atlantic Treaty Organization (NATO) Related		Yes	No	4	0	0	0	Yes	No	Yes	No		Yes	Insurgency/Guerilla Action			Canadian soldiers die in Afghanistan bomb	Janes DB	GTD 1970-2012 data file						
14637	20060422990202001	2006	4	22	21	0				21	0						"04/22/2006: Five armed assailants attacked the SNC-Lavalin company, a Canadian business, in Thenia, Algeria. Two of the company’s hired security guards were wounded in the incident. No group claimed responsibility, although it was widely believed that the Salafist Group for Call and Combat (GSPC) was responsible."	0	Algeria		Thenia	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	5	0	Salafist Group for Call and Combat (GSPC)		Armed Assault	Firearms		Automatic Weapon (incl. semiauto)		Business			Multinational Corporations			Yes	No	0	2	0	0	Yes	No	-88	-88		No				"T. Madjid, ""Two Security Guards Wounded: Terrorist Attack on the Canadian SNC[-Lavalin] Work Site in Thenia (Boumerdes),"" Algiers Liberte, 24 Apr 2006; UMD Algeria 2010-2012"	GTD 1970-2012 data file	WITS						
14640	20060502990310001	2006	5	2													05/02/2006: An unknown suicide bomber prematurely set off a car bomb on the main road between Kabul and Bagram Air Field in Afghanistan. The bomber and one civilian were killed in the explosion. None of the Canadian soldiers in the vehicle attacked were hurt. No claim of responsibility.	0	Afghanistan		Kabul	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Vehicle		Military			Soldiers/Troops/Officers/Forces	North Atlantic Treaty Organization (NATO) Related		Yes	Yes	1	0	1	0	Yes	No	No	-88		No				Suicide bomber attacks peacekeepers in Afghanistan	Janes DB	GTD 1970-2012 data file						
14641	20060515090902001	2006	5	15													"05/15/2006: A threatening letter containing an unknown white powder arrived at the Upper Ottawa and Fennel branch of the Bank of Montreal in Hamilton, Ontario. The branch notified police and emergency personnel; however the incident was determined to be a hoax."	0	Canada	Ontario	Hamilton	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Threat	Biological				Business			Bank/Commerce			Yes	No	0	0	0	0	-88	Yes	-99	-99		Yes	Other Crime Type			"The Hamilton Spectator, 15 May 2006; The Hamilton Spectator, 17 May 2006"	Monterey WMD Terrorism Database							
14642	20060602090306001	2006	6	2													"06/02/2006: Toronto police arrested 18 individuals (including four youths) who were planning to conduct three days of bombing attacks in Toronto starting on the 5th anniversary of 9/11. They were planning to set off truck bombs at public targets, including power plants in Ontario, the Parliament building in Ottawa, the Toronto Stock Exchange, and the Toronto offices of the Canadian Security and Intelligence Service (CSIS). The 18 had a huge cache of explosives, including three tons of ammonium nitrate and a detonator made from a cell phone. They also planned to take over the Canadian Parliament, hold hostages, and behead Prime Minister Stephen Harper if Canada did not withdraw its troops from Afghanistan. They also intended to demand the release of Muslim prisoners in Afghanistan and Iraq. The group also wanted to take over the downtown Toronto studios of the Canadian Broadcasting Corporation (CBC). "	0	Canada	Ontario	Toronto	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Toronto Group		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Government	Utilities		Government Buildings/Facilities	Electrical transformers/substations/ power lines	Intelligence	Yes	No	0	0	0	0	No	No	-99	-99		No				0	"Mickolus, Edward F. (2008) Terrorism, 2005-2007: A Chronology. Westport, Connecticut: Praeger Security International. p. 86-88."	Monterey WMD Terrorism Database	Janes DB	"Mickolus, Edward F. (2013). Terrorism, 2008-2012: A Worldwide Chronology. North Carolina: McFarland & Company Inc., Publishers. p. 304"				
14643	20060602990314001	2006	6	2													"06/02/2006: A suicide car bomb attack targeted a Canadian military convoy in Kandahar Province, Afghanistan. Three civilians died in the attack. The Taliban is suspected of carrying out the attack."	0	Afghanistan		Kandahar	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Vehicle		Private Citizens & Property			Unnamed Civilians/Unspecified			Yes	No	3	10	0	0	Yes	No	No	-88		Yes	Lack of Intentionality			"“'Suicide Blast' Near Afghan, Canadian Troops Convoy Kills 3 Civilians,” Agence France Presse, 2 June 2006; “Three Afghan Civilians, Bomber Killed in Suicide Attack in Kandahar (Province) Province,” Kabul Pajhwok Afghan News, 2 June 2006; Center for Terrorism and Intelligence Studies"	GTD 1970-2012 data file							
14644	20060603090715001	2006	6	3													06/03/2006: At least 28 windows of a Toronto mosque were smashed.	0	Canada	Ontario	Toronto	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Facility/Infrastructure Attack	Sabotage Equipment				Religious Figures/Institutions			Places of Worship			Yes	No	0	0	0	0	Yes	No	-99	-99	1	-88				0	"Mickolus, Edward F. (2008) Terrorism, 2005-2007: A Chronology. Westport, Connecticut: Praeger Security International. p. 88."							
14646	20060604990602001	2006	6	4													"06/04/2006: Eight foreign oil workers taken hostage in Nigeria last week were freed. The six Britons, one Canadian and one American were all on their way home. Police said the men were freed following negotiations between the hostage-takers and authorities in Bayelsa state. It is not clear who was behind the kidnapping, but the Movement for the Emancipation of the Niger Delta denied involvement."	0	Nigeria		Unknown	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	99	0	Niger Delta Groups		Hostage Taking (Kidnapping)	Firearms		Unknown Gun Type		Business			Gas/oil			Yes	No	0	-88	-88	-88	Yes	No	-88	No		No				Nigerian kidnappers free oil worker hostages	Janes DB	Irin News: http://www.irinnews.org/report/59207/nigeria-gunmen-seize-eight-oil-workers-in-latest-violence-in-impoverished-delta						
14661	20060604990310001	2006	6	4													"06/04/2006: A suicide bomber detonated a vehicle-borne improvised explosive device (VBIED) as a Canadian military convoy accompanied by the governor of Kandahar Province drove by, in Kandahar, Kandahar, Afghanistan. The attack killed three civilians and wounded thirteen others. There was no report of damage or injuries to any vehicle or personnel in the convoy. The Taliban claimed responsibility."	0	Afghanistan		Kandahar	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Vehicle		Military	Government		Military Units/Patrols/Convoys	Politicians/Political Parties/Political Movements/Political Party Meetings/Rallies	North Atlantic Treaty Organization (NATO) Related	Yes	Yes	4	12	1	0	Yes	No	-88	No		Yes	Insurgency/Guerilla Action			"Farrell, Jim. “Canadian convoy escapes suicide bomber's attack: No serious injuries to soldiers. Four Afghan civilians killed, 12 injured in Kandahar (Province) explosion,” National Post, June 5, 2006; Gall, Carlotta. “Suicide Bomber Kills 4 in Afghanistan's South,” The New York Times, June 5, 2006; Center for Terrorism and Intelligence Studies"	GTD 1970-2012 data file	WITS						
14662	20060621990310001	2006	6	21	19	30				19	30						"06/21/2006: A suicide bomber detonated a vehicle-borne improvised explosive device near a Canadian military convoy, at about 7:30 PM, in Kandahar, Kandahar, Afghanistan. The attack killed one Afghan civilian, wounding six Afghan civilians and one Afghan soldier. No Canadians were wounded in the attack. The Taliban claimed responsibility."	0	Afghanistan		Kandahar	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Vehicle		Military	Private Citizens & Property		Military Units/Patrols/Convoys	Unnamed Civilians/Unspecified	North Atlantic Treaty Organization (NATO) Related	Yes	Yes	1	7	1	0	Yes	No	No	No		Yes	Insurgency/Guerilla Action			0	WITS							
14648	20060627090702001	2006	6	27	2	45				2	45						"06/27/2006: A suspicious fire burned down a house under construction located at 75 Summit Ridge, Guelph, Ontario, Canada. There were no reported injuries in the blaze; however, the damages amounted to approximately US$ 200,000.  The Earth Liberation Front (ELF) claimed responsibility for the incident, stating anti-development sentiments in their letter. "	0	Canada	Ontario	Guelph	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Earth Liberation Front (ELF)		Facility/Infrastructure Attack	Incendiary		Arson/Fire		Business			Construction			Yes	No	0	0	0	0	Yes	No	-99	-99		No				"Magda Konieczna, ""E-Mail, lays claim to blaze at house; Police skeptical about statement"", Guelph Mercury, 29 June 2006; ""Tough to track vandals via U of G; E-Mail, claiming responsibility for sabotage of machinery could have come from any number of public computers,"" Guelph Mercury, 5 July 2006; Leuprecht Canadian Data"	GTD 1970-2012 data file	WITS	Eco-terrorism Database					
14649	20060707990319001	2006	7	7													"07/07/2006: The FBI announced the arrest of three individuals overseas, including a Lebanese Al Qaida follower and one Canadian, who were planning to attack PATH transit tunnels from New Jersey to New York City under the Hudson River. The plot was disrupted before the trio could come to the U.S. to gather intelligence and obtain explosives. The Bureau intercepted e-mails and chat room postings on Islamist Web sites."	0	United States		New Jersey	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	3	0	Al Qaida		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Transportation (Other than aviation)			Subway			No	No	0	0	0	0	No	No	No	Yes		No				0	"Mickolus, Edward F. (2008) Terrorism, 2005-2007: A Chronology. Westport, Connecticut: Praeger Security International. p. 95."							
14814	20060722990310001	2006	7	22	17	45				17	45						"07/22/2006: A suicide bomber drove his car into a Canadian military patrol vehicle and detonated a vehicle-borne improvised explosive device, at about 5:45 pm, in Kandahar, Kandahar, Afghanistan. The attack killed two Canadian soldiers and wounded ten Afghan civilians and eight soldiers. Approximately 30 minutes later, after a crowd had gathered on the site, a suicide bomber in the crowd detonated explosives he had attached to himself, killing nine civilians, and one photojournalist, and wounding 25 others. The Taliban claimed responsibility for the attack."	0	Afghanistan		Kandahar	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	1	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Vehicle		Military	Journalists & Media	Private Citizens & Property	Military Units/Patrols/Convoys	Newspaper Journalists/Staff/Facilities	Unnamed Civilians/Unspecified	Yes	Yes	12	43	1	0	Yes	No	Yes	No		Yes	Insurgency/Guerilla Action			0	Janes DB							
14651	20060723990211001	2006	7	23													"07/23/2006: Armed assailants fired upon a Canadian employee of a non-governmental organization (NGO) in his home in Nahrin, Baghlan, Afghanistan. The attack killed him and damaged his residence. The NGO was building a school in the district at the time of the incident. No group claimed responsibility."	0	Afghanistan		Nahrin	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Armed Assault	Firearms		Unknown Gun Type		NonGovernmental Organizations (NGO)/ Humanitarian Aid	Private Citizens & Property		International NGO	Houses/Apartments/Residence		Yes	No	1	0	0	0	Yes	No	Yes	No		No				0	WITS							
14652	20060724990310001	2006	7	24													"07/24/2006: A suicide bomber targeted a convoy of U.S-led troops near Kandahar, Afghanistan. The attack wounded two Canadian soldiers, Reuters reported. The blast occurred on a main road outside the city where a double suicide attack killed two Canadian soldiers and several Afghans two days earlier."	0	Afghanistan		Unknown	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	-88	0			Bombing/Explosion	Explosives/Bombs/Dynamite		Suicide		Military			Military Units/Patrols/Convoys	North Atlantic Treaty Organization (NATO) Related		No	Yes	0	2	1	0	Yes	No	Yes	-88		Yes	Insurgency/Guerilla Action			Suicide bomber wounds Canadians in Afghanistan	Janes DB							
14653	20060803990310001	2006	8	3	7	15				7	15						"08/03/2006: A roadside bomb occurred just outside Kandahar city, Kandahar province, Afghanistan, at 7:15 a.m. The attack wounded three or four Canadian soldiers and killed one. No group claimed responsibility for the attack. "	0	Afghanistan		Kandahar	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	Taliban		Bombing/Explosion	Explosives/Bombs/Dynamite		Unknown Explosive Type		Military			Soldiers/Troops/Officers/Forces	North Atlantic Treaty Organization (NATO) Related		Yes	No	0	3	0	0	Yes	No	Yes	-88		Yes	Insurgency/Guerilla Action			Canadian soldier dies in Afghan bomb attack	Janes DB	GTD 1970-2012 data file						
14654	20060804110714001	2006	8	4													"08/04/2006: Assailants firebombed a car belonging to the spokesman for a Canadian oil industry association, in Sainte-Therese, Montreal, Quebec, Canada. The attack caused damage; however, there were no injuries. The International Resistance Initiative claimed responsibility."	0	Canada	Quebec	Sainte-Therese	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	Does not adhere to the ideology	-88	0	International Resistance Initiative (IRI)		Facility/Infrastructure Attack	Incendiary		Blunt Object		Private Citizens & Property			Vehicles/Transportation	Gas/oil		Yes	No	0	0	0	0	Yes	No	-99	-99		No				0	WITS							
